Description,DamageType,DamageDice,MonsterId,ActionId
The scout makes two melee attacks or two ranged attacks.,,,248,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,248,23
Ranged Weapon Attack: +4 to hit ranged 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage.,Piercing,1d8+2,248,47
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage.,Slashing,2d6+3,249,38
The hag targets one frightened creature she can see within 30 ft. of her. If the target can see the hag it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.,,,249,132
"The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like an ugly creature of her general size and humanoid shape. The effect ends if the hag takes a bonus action to end it or if she dies.
The changes wrought by this effect fail to hold up to physical inspection. For example the hag could appear to have no claws but someone touching her hand might feel the claws. Otherwise a creature must take an action to visually inspect the illusion and succeed on a DC 16 Intelligence (Investigation) check to discern that the hag is disguised.",,,249,93
"Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 9 (2d6 + 2) necrotic damage and the target's Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise the reduction lasts until the target finishes a short or long rest.
If a non-evil humanoid dies from this attack a new shadow rises from the corpse 1d4 hours later.",Necrotic,2d6+2,251,133
The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target the target is grappled (escape DC 14) and the shambling mound uses its Engulf on it.,,,252,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) bludgeoning damage.,Bludgeoning,2d8+4,252,15
The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded restrained and unable to breathe and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves the engulfed target moves with it. The mound can have only one creature engulfed at a time.,,,252,81
The guardian makes two fist attacks.,,,253,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage.,Bludgeoning,2d6+4,253,20
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 9 (1d10 + 4) piercing damage.,Piercing,1d10+4,255,6
"The dragon uses one of the following breath weapons.
Cold Breath. The dragon exhales an icy blast in a 15-foot cone. Each creature in that area must make a DC 13 Constitution saving throw taking 18 (4d8) cold damage on a failed save or half as much damage on a successful one.
Paralyzing Breath. The dragon exhales paralyzing gas in a 15-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.",,,255,11
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,256,23
Ranged Weapon Attack: +4 to hit range 80/320 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,256,91
The solar makes two greatsword attacks.,,,257,1
Melee Weapon Attack: +15 to hit reach 5 ft. one target. Hit: 22 (4d6 + 8) slashing damage plus 27 (6d8) radiant damage.,Radiant,4d6+8,257,79
Melee Weapon Attack: +15 to hit reach 5 ft. one target. Hit: 22 (4d6 + 8) slashing damage plus 27 (6d8) radiant damage.,Radiant,6d8,257,79
Ranged Weapon Attack: +13 to hit range 150/600 ft. one target. Hit: 15 (2d8 + 6) piercing damage plus 27 (6d8) radiant damage. If the target is a creature that has 190 hit points or fewer it must succeed on a DC 15 Constitution saving throw or die.,Piercing,2d8+6,257,134
Ranged Weapon Attack: +13 to hit range 150/600 ft. one target. Hit: 15 (2d8 + 6) piercing damage plus 27 (6d8) radiant damage. If the target is a creature that has 190 hit points or fewer it must succeed on a DC 15 Constitution saving throw or die.,Radiant,6d8,257,134
The solar releases its greatsword to hover magically in an unoccupied space within 5 ft. of it. If the solar can see the sword the solar can mentally command it as a bonus action to fly up to 50 ft. and either make one attack against a target or return to the solar's hands. If the hovering sword is targeted by any effect the solar is considered to be holding it. The hovering sword falls if the solar dies.,,,257,135
The solar touches another creature. The target magically regains 40 (8d8 + 4) hit points and is freed from any curse disease poison blindness or deafness.,,,257,61
Melee Spell Attack: +4 to hit reach 5 ft. one creature. Hit: 10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.,Necrotic,3d6,258,136
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 1 piercing damage and the target must succeed on a DC 9 Constitution saving throw or take 2 (1d4) poison damage.,Piercing,1,259,6
Melee Weapon Attack: +7 to hit reach 10 ft. one creature. Hit: 7 (1d6 + 4) piercing damage and the target must make a DC 13 Constitution saving throw taking 31 (7d8) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d6+4,260,6
Melee Weapon Attack: +2 to hit reach 5 ft. one target. Hit: 1 slashing damage.,Slashing,1,261,28
Ranged Weapon Attack: +6 to hit range 40/160 ft. one target. Hit: 1 piercing damage and the target must succeed on a DC 10 Constitution saving throw or become poisoned for 1 minute. If its saving throw result is 5 or lower the poisoned target falls unconscious for the same duration or until it takes damage or another creature takes an action to shake it awake.,Piercing,1,261,91
The sprite touches a creature and magically knows the creature's current emotional state. If the target fails a DC 10 Charisma saving throw the sprite also knows the creature's alignment. Celestials fiends and undead automatically fail the saving throw.,,,261,137
The sprite magically turns invisible until it attacks or casts a spell or until its concentration ends (as if concentrating on a spell). Any equipment the sprite wears or carries is invisible with it.,,,261,70
The spy makes two melee attacks.,,,262,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,262,23
Ranged Weapon Attack: +4 to hit range 30/120 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,262,66
Melee Weapon Attack: +2 to hit reach 5 ft. one creature. Hit: 2 (1d4) slashing damage plus 2 (1d4) fire damage.,Slashing,1d4,263,38
Melee Weapon Attack: +2 to hit reach 5 ft. one creature. Hit: 2 (1d4) slashing damage plus 2 (1d4) fire damage.,Fire,1d4,263,38
The mephit exhales a 15-foot cone of scalding steam. Each creature in that area must succeed on a DC 10 Dexterity saving throw taking 4 (1d8) fire damage on a failed save or half as much damage on a successful one.,Fire,1d8,263,64
"Melee Weapon Attack: +5 to hit reach 5 ft. one creature. Hit: 5 (1d4 + 3) piercing damage and the stirge attaches to the target. While attached the stirge doesn't attack. Instead at the start of each of the stirge's turns the target loses 5 (1d4 + 3) hit points due to blood loss.
The stirge can detach itself by spending 5 feet of its movement. It does so after it drains 10 hit points of blood from the target or the target dies. A creature including the target can use its action to detach the stirge.",Piercing,1d4+3,264,138
The giant makes two greatclub attacks.,,,265,1
Melee Weapon Attack: +9 to hit reach 15 ft. one target. Hit: 19 (3d8 + 6) bludgeoning damage.,Bludgeoning,3d8+6,265,99
Ranged Weapon Attack: +9 to hit range 60/240 ft. one target. Hit: 28 (4d10 + 6) bludgeoning damage. If the target is a creature it must succeed on a DC 17 Strength saving throw or be knocked prone.,Bludgeoning,4d10+6,265,21
The golem makes two slam attacks.,,,266,1
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 19 (3d8 + 6) bludgeoning damage.,Bludgeoning,3d8+6,266,15
The golem targets one or more creatures it can see within 10 ft. of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save a target can't use reactions its speed is halved and it can't make more than one attack on its turn. In addition the target can take either an action or a bonus action on its turn not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.,,,266,139
The giant makes two greatsword attacks.,,,267,1
Melee Weapon Attack: +14 to hit reach 10 ft. one target. Hit: 30 (6d6 + 9) slashing damage.,Slashing,6d6+9,267,79
Ranged Weapon Attack: +14 to hit range 60/240 ft. one target. Hit: 35 (4d12 + 9) bludgeoning damage.,Bludgeoning,4d12+9,267,21
The giant hurls a magical lightning bolt at a point it can see within 500 feet of it. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw taking 54 (12d8) lightning damage on a failed save or half as much damage on a successful one.,Lightning,12d8,267,140
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,268,141
"One humanoid the fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically charmed for 1 day. The charmed target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal command it can repeat the saving throw ending the effect on a success. If the target successfully saves against the effect or if the effect on it ends the target is immune to this fiend's Charm for the next 24 hours.
The fiend can have only one target charmed at a time. If it charms another the effect on the previous target ends.",,,268,142
The fiend kisses a creature charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic taking 32 (5d10 + 5) psychic damage on a failed save or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.,Psychic,5d10+5,268,143
The fiend magically enters the Ethereal Plane from the Material Plane or vice versa.,,,268,83
Melee Weapon Attack: +4 to hit reach 0 ft. one creature in the swarm's space. Hit: 5 (2d4) piercing damage or 2 (1d4) piercing damage if the swarm has half of its hit points or fewer.,Piercing,2d4,269,87
Melee Weapon Attack: +3 to hit reach 0 ft. one target in the swarm's space. Hit: 10 (4d4) piercing damage or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.,Piercing,4d4,270,87
"Melee Weapon Attack: +3 to hit reach 0 ft. one target in the swarm's space. Hit: 10 (4d4) piercing damage or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.
A creature reduced to 0 hit points by a swarm of centipedes is stable but poisoned for 1 hour even after regaining hit points and paralyzed while poisoned in this way.",Piercing,4d4,271,87
Melee Weapon Attack: +3 to hit reach 0 ft. one target in the swarm's space. Hit: 10 (4d4) piercing damage or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.,Piercing,4d4,272,87
Melee Weapon Attack: +6 to hit reach 0 ft. one creature in the swarm's space. Hit: 7 (2d6) piercing damage or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer. The target must make a DC 10 Constitution saving throw taking 14 (4d6) poison damage on a failed save or half as much damage on a successful one.,Piercing,2d6,273,87
Melee Weapon Attack: +5 to hit reach 0 ft. one creature in the swarm's space. Hit: 14 (4d6) piercing damage or 7 (2d6) piercing damage if the swarm has half of its hit points or fewer.,Piercing,4d6,274,87
Melee Weapon Attack: +2 to hit reach 0 ft. one target in the swarm's space. Hit: 7 (2d6) piercing damage or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.,Piercing,2d6,275,87
Melee Weapon Attack: +4 to hit reach 5 ft. one target in the swarm's space. Hit: 7 (2d6) piercing damage or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.,Piercing,2d6,276,144
Melee Weapon Attack: +3 to hit reach 0 ft. one target in the swarm's space. Hit: 10 (4d4) piercing damage or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.,Piercing,4d4,277,87
Melee Weapon Attack: +3 to hit reach 0 ft. one target in the swarm's space. Hit: 10 (4d4) piercing damage or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.,Piercing,4d4,278,87
The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite two with its claws one with its horns and one with its tail. It can use its Swallow instead of its bite.,,,279,1
Melee Weapon Attack: +19 to hit reach 10 ft. one target. Hit: 36 (4d12 + 10) piercing damage. If the target is a creature it is grappled (escape DC 20). Until this grapple ends the target is restrained and the tarrasque can't bite another target.,Piercing,4d12+10,279,6
Melee Weapon Attack: +19 to hit reach 15 ft. one target. Hit: 28 (4d8 + 10) slashing damage.,Slashing,4d8+10,279,7
Melee Weapon Attack: +19 to hit reach 10 ft. one target. Hit: 32 (4d10 + 10) piercing damage.,Piercing,4d10+10,279,50
Melee Weapon Attack: +19 to hit reach 20 ft. one target. Hit: 24 (4d6 + 10) bludgeoning damage. If the target is a creature it must succeed on a DC 20 Strength saving throw or be knocked prone.,Bludgeoning,4d6+10,279,3
Each creature of the tarrasque's choice within 120 feet of it and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns with disadvantage if the tarrasque is within line of sight ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it the creature is immune to the tarrasque's Frightful Presence for the next 24 hours.,,,279,8
"The tarrasque makes one bite attack against a Large or smaller creature it is grappling. If the attack hits the target takes the bite's damage the target is swallowed and the grapple ends. While swallowed the creature is blinded and restrained it has total cover against attacks and other effects outside the tarrasque and it takes 56 (16d6) acid damage at the start of each of the tarrasque's turns.
If the tarrasque takes 60 damage or more on a single turn from a creature inside it the tarrasque must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures which fall prone in a space within 10 feet of the tarrasque. If the tarrasque dies a swallowed creature is no longer restrained by it and can escape from the corpse by using 30 feet of movement exiting prone.",,,279,36
The thug makes two melee attacks.,,,280,1
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 5 (1d6 + 2) bludgeoning damage.,Bludgeoning,1d6+2,280,60
Ranged Weapon Attack: +2 to hit range 100/400 ft. one target. Hit: 5 (1d10) piercing damage.,Piercing,1d10,280,97
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 8 (1d10 + 3) piercing damage.,Piercing,1d10+3,281,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) slashing damage.,Slashing,1d8+3,281,7
The treant makes two slam attacks.,,,282,1
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 16 (3d6 + 6) bludgeoning damage.,Bludgeoning,3d6+6,282,15
Ranged Weapon Attack: +10 to hit range 60/180 ft. one target. Hit: 28 (4d10 + 6) bludgeoning damage.,Bludgeoning,4d10+6,282,21
The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant except they have Intelligence and Charisma scores of 1 they can't speak and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.,,,282,145
Melee or Ranged Weapon Attack: +3 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 4 (1d6 + 1) piercing damage or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.,,,283,89
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 24 (4d8 + 6) piercing damage.,Piercing,4d8+6,284,73
Melee Weapon Attack: +9 to hit reach 5 ft. one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage,Bludgeoning,3d10+6,284,74
The troll makes three attacks: one with its bite and two with its claws.,,,285,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 7 (1d6 + 4) piercing damage.,Piercing,1d6+4,285,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,285,7
The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.,,,286,1
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 33 (4d12 + 7) piercing damage. If the target is a Medium or smaller creature it is grappled (escape DC 17). Until this grapple ends the target is restrained and the tyrannosaurus can't bite another target.,Piercing,4d12+7,286,6
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 20 (3d8 + 7) bludgeoning damage.,Bludgeoning,3d8+7,286,3
The unicorn makes two attacks: one with its hooves and one with its horn.,,,287,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage.,Bludgeoning,2d6+4,287,46
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 8 (1d8 + 4) piercing damage.,Piercing,1d8+4,287,146
The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition the touch removes all diseases and neutralizes all poisons afflicting the target.,,,287,61
The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it along with any equipment they are wearing or carrying to a location the unicorn is familiar with up to 1 mile away.,,,287,30
The vampire makes two attacks only one of which can be a bite attack.,,,288,1
Melee Weapon Attack: +9 to hit reach 5 ft. one creature. Hit: 8 (1d8 + 4) bludgeoning damage. Instead of dealing damage the vampire can grapple the target (escape DC 18).,Bludgeoning,1d8+4,288,147
Melee Weapon Attack: +9 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.,Piercing,1d6+4,288,6
Melee Weapon Attack: +9 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.,Necrotic,3d6,288,6
"The vampire targets one humanoid it can see within 30 ft. of it. If the target can see the vampire the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control it takes the vampire's requests or actions in the most favorable way it can and it is a willing target for the vampire's bit attack.
Each time the vampire or the vampire's companions do anything harmful to the target it can repeat the saving throw ending the effect on itself on a success. Otherwise the effect lasts 24 hours or until the vampire is destroyed is on a different plane of existence than the target or takes a bonus action to end the effect.",,,288,142
The vampire magically calls 2d4 swarms of bats or rats provided that the sun isn't up. While outdoors the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour until the vampire dies or until the vampire dismisses them as a bonus action.,,,288,148
Melee Weapon Attack: +9 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.,Piercing,1d6+4,289,6
Melee Weapon Attack: +9 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.,Necrotic,3d6,289,6
"The vampire targets one humanoid it can see within 30 ft. of it. If the target can see the vampire the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control it takes the vampire's requests or actions in the most favorable way it can and it is a willing target for the vampire's bit attack.
Each time the vampire or the vampire's companions do anything harmful to the target it can repeat the saving throw ending the effect on itself on a success. Otherwise the effect lasts 24 hours or until the vampire is destroyed is on a different plane of existence than the target or takes a bonus action to end the effect.",,,289,142
The vampire magically calls 2d4 swarms of bats or rats provided that the sun isn't up. While outdoors the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour until the vampire dies or until the vampire dismisses them as a bonus action.,,,289,148
The vampire makes two attacks only one of which can be a bite attack.,,,291,1
Melee Weapon Attack: +6 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.,Piercing,1d6+3,291,6
Melee Weapon Attack: +6 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.,Necrotic,2d6,291,6
Melee Weapon Attack: +6 to hit reach 5 ft. one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage the vampire can grapple the target (escape DC 13).,Slashing,2d4+3,291,38
The veteran makes two longsword attacks. If it has a shortsword drawn it can also make a shortsword attack.,,,292,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) slashing damage or 8 (1d10 + 3) slashing damage if used with two hands.,,,292,28
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) piercing damage.,Piercing,1d6+3,292,23
Ranged Weapon Attack: +3 to hit range 100/400 ft. one target. Hit: 6 (1d10 + 1) piercing damage.,Piercing,1d10+1,292,97
The fungus makes 1d4 Rotting Touch attacks.,,,293,1
Melee Weapon Attack: +2 to hit reach 10 ft. one creature. Hit: 4 (1d8) necrotic damage.,Necrotic,1d8,293,149
The vrock makes two attacks: one with its beak and one with its talons.,,,294,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) piercing damage.,Piercing,2d6+3,294,26
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 14 (2d10 + 3) slashing damage.,Slashing,2d10+3,294,72
A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.,,,294,150
The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn .,,,294,151
Melee Weapon Attack: +2 to hit reach 5 ft. one target. Hit: 2 (1d4) piercing damage.,Piercing,1d4,295,26
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage.,Bludgeoning,2d6+4,296,46
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage.,Bludgeoning,2d6+4,297,46
The elemental makes two slam attacks.,,,298,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) bludgeoning damage.,Bludgeoning,2d8+4,298,15
"Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller it is also grappled (escape DC 14). Until this grapple ends the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful the target is pushed out of the elemental's space.
The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.",Bludgeoning,2d8+4,298,152
Melee Weapon Attack: +5 to hit reach 5 ft. one creature. Hit: 1 piercing damage.,Piercing,1,299,6
In bear form the werebear makes two claw attacks. In humanoid form it makes two greataxe attacks. In hybrid form it can attack like a bear or a humanoid.,,,300,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy.,Piercing,2d10+4,300,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,300,7
In bear form the werebear makes two claw attacks. In humanoid form it makes two greataxe attacks. In hybrid form it can attack like a bear or a humanoid.,,,301,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 10 (1d12 + 4) slashing damage.,Slashing,1d12+4,301,37
In bear form the werebear makes two claw attacks. In humanoid form it makes two greataxe attacks. In hybrid form it can attack like a bear or a humanoid.,,,302,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy.,Piercing,2d10+4,302,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,302,7
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 10 (1d12 + 4) slashing damage.,Slashing,1d12+4,302,37
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.,Slashing,2d6+3,303,153
The wereboar makes two attacks only one of which can be with its tusks.,,,304,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) bludgeoning damage.,Bludgeoning,2d6+3,304,154
The wereboar makes two attacks only one of which can be with its tusks.,,,305,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) bludgeoning damage.,Bludgeoning,2d6+3,305,154
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.,Slashing,2d6+3,305,153
The wererat makes two attacks only one of which can be a bite.,,,306,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,306,23
Ranged Weapon Attack: +4 to hit range 30/120 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,306,66
The wererat makes two attacks only one of which can be a bite.,,,307,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.,Piercing,1d4+2,307,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,307,23
Ranged Weapon Attack: +4 to hit range 30/120 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,307,66
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.,Piercing,1d4+2,308,6
In humanoid form the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form it can attack like a humanoid or make two claw attacks.,,,309,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,309,31
Ranged Weapon Attack: +4 to hit range 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage.,Piercing,1d8+2,309,47
In humanoid form the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form it can attack like a humanoid or make two claw attacks.,,,310,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.,Piercing,1d10+3,310,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) slashing damage.,Slashing,1d8+3,310,7
